	sample.name	sample	treatment1	treatment2	GAPDH	ACTIN	TARGET	ISmean.Ct	dCT	ddCT	RQ	adjRQ	gene
476	dZEB1_rep4	dZEB1	dZEB1	Control	15.3474	16.6874	18.7463	16.0174	-2.7289	-1.4511	2.73416441515114	2.77422850785626	CLDN1
477	dZEB1.TGFb_rep1	dZEB1.TGFb	dZEB1	TGFb	15.8966	16.9496	19.6433	16.4231	-3.2202	-0.9598	1.94504023630252	1.97354118229925	CLDN1
478	dZEB1.TGFb_rep2	dZEB1.TGFb	dZEB1	TGFb	16.7005	17.7525	20.674	17.2265	-3.4475	-0.732500000000003	1.66151578589951	1.68586220856101	CLDN1
479	dZEB1.TGFb_rep3	dZEB1.TGFb	dZEB1	TGFb	16.8137	18.0798	20.5741	17.44675	-3.12735	-1.05265	2.07433657489129	2.10473211817959	CLDN1
480	dZEB1.TGFb_rep4	dZEB1.TGFb	dZEB1	TGFb	16.5098	17.8331	20.3985	17.17145	-3.22705	-0.952950000000003	1.93582696197484	1.96419290457721	CLDN1
481	WT_rep1	WT	WT	Control	15.3463	16.5889	20.7667	15.9676	-4.7991	0	1	0.886855467713402	ERSP1
482	WT_rep2	WT	WT	Control	15.1279	16.364	20.2091	15.74595	-4.46315	-0.335950000000002	1.26220828654831	1.11939632031854	ERSP1
483	WT_rep3	WT	WT	Control	15.351	16.3337	20.5117	15.84235	-4.66935	-0.12975	1.09410409104125	0.970312195387538	ERSP1
484	WT_rep4	WT	WT	Control	15.2391	16.211	20.3175	15.72505	-4.59245	-0.206650000000002	1.15400542009316	1.02343601658052	ERSP1
485	WT.TGFb_rep1	WT.TGFb	WT	TGFb	16.2228	16.6536	23.4114	16.4382	-6.9732	2.1741	0.221580065506643	0.196509492630861	ERSP1
486	WT.TGFb_rep2	WT.TGFb	WT	TGFb	16.3492	17.1689	23.5806	16.75905	-6.82155	2.02245	0.246139823742775	0.218290448508293	ERSP1
487	WT.TGFb_rep3	WT.TGFb	WT	TGFb	16.4527	16.8635	23.5738	16.6581	-6.9157	2.1166	0.230589703657158	0.204499739486763	ERSP1
488	WT.TGFb_rep4	WT.TGFb	WT	TGFb	16.4249	17.0843	23.8756	16.7546	-7.121	2.3219	0.200003894816317	0.177374547681826	ERSP1
489	dZEB1_rep1	dZEB1	dZEB1	Control	15.4394	16.9247	20.653	16.18205	-4.47095	-0.328150000000003	1.25540251130399	1.11336058133108	ERSP1
490	dZEB1_rep2	dZEB1	dZEB1	Control	15.3128	16.7288	20.444	16.0208	-4.4232	-0.375900000000003	1.29764881765989	1.1508269491135	ERSP1
491	dZEB1_rep3	dZEB1	dZEB1	Control	15.2377	16.6885	20.475	15.9631	-4.5119	-0.2872	1.22026966384252	1.08220282346354	ERSP1
492	dZEB1_rep4	dZEB1	dZEB1	Control	15.3474	16.6874	20.5101	16.0174	-4.4927	-0.306400000000002	1.23661807672772	1.09670150281921	ERSP1
493	dZEB1.TGFb_rep1	dZEB1.TGFb	dZEB1	TGFb	15.8966	16.9496	22.0814	16.4231	-5.6583	0.8592	0.551258155629872	0.488886309441957	ERSP1
494	dZEB1.TGFb_rep2	dZEB1.TGFb	dZEB1	TGFb	16.7005	17.7525	22.7791	17.2265	-5.5526	0.753499999999997	0.593162788643515	0.52604966235263	ERSP1
495	dZEB1.TGFb_rep3	dZEB1.TGFb	dZEB1	TGFb	16.8137	18.0798	22.9552	17.44675	-5.50845	0.709349999999999	0.611595628541648	0.542396927201776	ERSP1
496	dZEB1.TGFb_rep4	dZEB1.TGFb	dZEB1	TGFb	16.5098	17.8331	22.6973	17.17145	-5.52585	0.726749999999997	0.604263623529729	0.535894498467653	ERSP1
497	WT_rep1	WT	WT	Control	16.76516533	17.93559265	27.79338837	17.35037899	-10.44300938	0	1	1.17455545953111	POSTN
498	WT_rep2	WT	WT	Control	15.9418335	17.22355652	27.4005909	16.58269501	-10.81789589	0.374886510000003	0.771166074308123	0.905777322783778	POSTN
499	WT_rep3	WT	WT	Control	16.28721809	17.3833828	27.63124084	16.835300445	-10.795940395	0.352931014999999	0.782991735487953	0.919667217685113	POSTN
500	WT.TGFb_rep1	WT.TGFb	WT	TGFb	17.5531311	17.77115059	18.7774353	17.662140845	-1.115294455	-9.327714925	642.572275395491	754.736774209101	POSTN
501	WT.TGFb_rep2	WT.TGFb	WT	TGFb	17.88937378	18.35993767	18.75621223	18.124655725	-0.631556504999999	-9.811452875	898.54869218388	1055.39527205911	POSTN
502	WT.TGFb_rep3	WT.TGFb	WT	TGFb	17.52575684	18.09745407	18.97766876	17.811605455	-1.166063305	-9.276946075	620.35321416824	728.639254538977	POSTN
503	dZEB1_rep1	dZEB1	dZEB1	Control	16.16046143	18.02931213	29.93789101	17.09488678	-12.84300423	2.39999485	0.189465247148197	0.222537440429326	POSTN
504	dZEB1_rep2	dZEB1	dZEB1	Control	15.90940666	17.74136162	29.48997879	16.82538414	-12.66459465	2.22158527	0.21440563525892	0.2518313094476	POSTN
505	dZEB1_rep3	dZEB1	dZEB1	Control	15.77250004	17.58501625	29.4371891	16.678758145	-12.758430955	2.315421575	0.200904032232508	0.235972927900507	POSTN
506	dZEB1.TGFb_rep1	dZEB1.TGFb	dZEB1	TGFb	16.87758636	18.02569008	21.08840561	17.45163822	-3.63676739	-6.80624199	111.913633636497	131.448769383712	POSTN
507	dZEB1.TGFb_rep2	dZEB1.TGFb	dZEB1	TGFb	17.62893677	18.60585785	21.65099144	18.11739731	-3.53359413	-6.90941525	120.210178697013	141.193521679787	POSTN
508	dZEB1.TGFb_rep3	dZEB1.TGFb	dZEB1	TGFb	17.88336754	19.25374222	21.89750671	18.56855488	-3.32895183	-7.11405755	138.530280447883	162.711497210437	POSTN
509	WT_rep1	WT	WT	Control	16.76516533	17.93559265	25.76159096	17.35037899	-8.41121197	0	1	1.0864956277698	TAGLN
510	WT_rep2	WT	WT	Control	15.9418335	17.22355652	25.25186157	16.58269501	-8.66916656	0.257954590000001	0.836272721864011	0.908606655928396	TAGLN
511	WT_rep3	WT	WT	Control	16.28721809	17.3833828	25.35914612	16.835300445	-8.523845675	0.112633704999997	0.924898076547731	1.00489771630181	TAGLN
512	WT.TGFb_rep1	WT.TGFb	WT	TGFb	17.5531311	17.77115059	21.99172974	17.662140845	-4.329588895	-4.081623075	16.9313261856053	18.3958118730044	TAGLN
513	WT.TGFb_rep2	WT.TGFb	WT	TGFb	17.88937378	18.35993767	22.40687561	18.124655725	-4.282219885	-4.128992085	17.4964713293012	19.0098396006853	TAGLN
514	WT.TGFb_rep3	WT.TGFb	WT	TGFb	17.52575684	18.09745407	22.02408028	17.811605455	-4.212474825	-4.198737145	18.3630926127757	19.9514198361127	TAGLN
